,AMZN,GME,GOOG,JPM,SPY,XOM
2008-09-16,3.937,6.7465,,27.8734,90.8507,44.0205
2008-09-17,3.577,6.329,,24.473,86.7658,43.3581
2008-09-18,3.825,6.4788,,27.5723,89.3403,44.7807
2008-09-19,4.05,6.3459,,32.1905,92.8882,45.852
2008-09-22,3.747,6.1068,,27.9144,90.7853,45.4316
2008-09-23,3.588,5.8813,,27.7502,88.7198,44.7462
2008-09-24,3.498,5.8241,,27.7092,89.0042,44.942
2008-09-25,3.604,6.0664,,29.7343,90.3961,46.4625
2008-09-26,3.535,6.0866,,33.0047,90.441,46.451
2008-09-29,3.168,5.7567,,28.0513,83.3539,42.6554
2008-09-30,3.638,5.7584,,31.9511,86.8039,44.7289
2008-10-01,3.479,6.0664,,33.9557,86.8563,45.2588
2008-10-02,3.368,6.0277,,34.3694,83.7057,44.6367
2008-10-03,3.35,5.9385,,31.646,82.5756,44.8902
2008-10-06,3.262,5.7416,,30.3361,78.3698,44.5331
2008-10-07,2.926,5.176,,27.1094,74.8599,43.8131
2008-10-08,3.051,5.0851,,27.0956,72.974,44.3488
2008-10-09,2.8,4.8966,,25.2892,67.8776,39.1651
2008-10-10,2.813,4.8983,,28.709,66.2311,35.9167
2008-10-13,3.101,5.6423,,28.9503,75.8477,42.091
2008-10-14,2.793,5.1104,,28.0678,74.7252,41.7339
2008-10-15,2.436,4.6677,,26.5372,67.3687,35.911
2008-10-16,2.515,5.1861,,27.9161,70.1751,40.0003
2008-10-17,2.532,5.3595,,27.1163,69.756,39.1882
2008-10-20,2.649,5.5867,,28.0333,73.9469,43.1911
2008-10-21,2.512,5.1272,,27.399,71.7392,41.181
2008-10-22,2.5,4.7518,,25.6271,67.8327,37.1896
2008-10-23,2.516,4.5566,,26.0959,68.6184,40.5417
2008-10-24,2.448,4.331,,24.4274,65.1385,39.7641
2008-10-27,2.479,4.2435,,23.4415,62.826,38.0651
2008-10-28,2.802,4.8663,,25.9235,70.1676,43.1162
2008-10-29,2.845,4.9538,,24.6205,69.6587,42.9953
2008-10-30,2.836,4.9538,,25.9373,72.0685,43.2256
2008-10-31,2.862,4.6104,,28.4401,72.4651,42.69
2008-11-03,2.789,4.5397,,28.0815,72.6746,42.7879
2008-11-04,2.923,4.671,,29.0744,75.1443,44.631
2008-11-05,2.599,4.2553,,27.0405,71.9861,42.4423
2008-11-06,2.361,4.0078,,26.3786,67.9973,40.294
2008-11-07,2.461,4.225,,26.027,70.2424,42.837
2008-11-10,2.423,4.1206,,25.1031,69.3219,42.8776
2008-11-11,2.315,3.9405,,25.0617,67.1816,42.084
2008-11-12,2.078,3.7099,,23.8345,64.2255,39.9291
2008-11-13,2.247,4.1795,,25.6409,68.2293,43.6828
2008-11-14,2.088,3.9186,,23.7656,64.8242,42.6806
2008-11-17,1.985,3.8294,,22.5935,63.9636,42.5068
2008-11-18,1.922,3.7385,,22.1591,65.1684,44.2157
2008-11-19,1.792,3.4608,,19.6288,60.9925,42.53
2008-11-20,1.752,2.9457,,16.1195,56.4648,39.6858
2008-11-21,1.894,3.0265,,15.6644,59.5107,43.9145
2008-11-24,2.125,3.4019,,19.0152,63.6343,45.6465
2008-11-25,2.109,3.4793,,20.5251,64.1057,45.2468
2008-11-26,2.198,3.7032,,21.1111,66.5829,46.8572
2008-11-28,2.135,3.6779,,21.8282,67.421,46.4285
2008-12-01,2.023,3.2571,,18.0086,61.449,43.0456
2008-12-02,2.06,3.1999,,19.6702,63.8139,44.9572
2008-12-03,2.261,3.1729,,20.856,65.3481,45.7218
2008-12-04,2.366,3.3968,,21.4283,63.8363,44.1809
2008-12-05,2.413,3.5803,,22.9934,65.8046,44.3721
2008-12-08,2.571,4.2081,,25.1583,68.1021,46.1099
2008-12-09,2.563,3.9102,,23.4139,66.9795,45.2989
2008-12-10,2.485,4.055,,23.1106,67.436,46.3822
2008-12-11,2.413,3.8446,,20.6423,65.812,46.3532
2008-12-12,2.563,4.0617,,21.3318,66.5978,46.6023
2008-12-15,2.443,3.8917,,19.7391,65.6699,46.3126
2008-12-16,2.632,4.3243,,22.3039,68.7606,48.1605
2008-12-17,2.659,4.3209,,21.9661,68.0946,46.9556
2008-12-18,2.604,4.1055,,20.8285,66.8223,44.6038
2008-12-19,2.578,4.1408,,20.9043,66.5351,43.4568
2008-12-22,2.492,3.895,,20.5596,65.6826,43.3931
2008-12-23,2.554,3.7335,,20.0701,65.0036,43.5032
2008-12-24,2.572,3.9237,,20.5803,65.3808,43.8971
2008-12-26,2.589,3.895,,20.5458,65.7581,44.7139
2008-12-29,2.47,3.6947,,20.532,65.5694,45.1947
2008-12-30,2.538,3.7267,,21.38,67.1236,45.5248
2008-12-31,2.564,3.6459,,21.7386,68.0818,46.2431
2009-01-02,2.718,3.9035,,21.8781,70.1339,47.2916
2009-01-05,2.703,4.0112,,20.4126,70.0509,47.2858
2009-01-06,2.868,3.959,,20.8523,70.5187,46.5154
2009-01-07,2.81,3.8058,,19.6031,68.4062,45.3279
2009-01-08,2.858,4.3058,,18.9959,68.6868,45.8145
2009-01-09,2.776,4.3983,,18.1236,67.2142,44.934
2009-01-12,2.596,4.2872,,17.3839,65.5996,44.3373
2009-01-13,2.573,4.1475,,18.3888,65.7203,45.1367
2009-01-14,2.425,3.9439,,18.0817,63.6531,43.5032
2009-01-15,2.572,4.0112,,16.9861,63.6758,44.4068
2009-01-16,2.58,4.1543,,15.9253,64.1737,45.241
2009-01-20,2.422,3.8799,,12.6244,60.7862,44.1925
2009-01-21,2.527,4.1122,,15.7927,63.4117,45.9129
2009-01-22,2.497,4.0954,,16.1207,62.4309,45.3163
2009-01-23,2.532,4.3445,,16.9442,62.7025,45.2062
2009-01-26,2.482,4.4707,,17.0977,63.1326,45.5306
2009-01-27,2.422,4.4387,,17.4885,63.7738,45.716
2009-01-28,2.518,4.7367,,19.303,65.9316,45.9072
2009-01-29,2.5,4.4303,,17.7468,63.7889,44.6038
2009-01-30,2.941,4.1711,,17.8026,62.4913,44.3026
2009-02-02,3.058,4.2856,,17.5862,62.3027,44.4242
2009-02-03,3.18,4.3125,,16.7837,63.1778,45.2526
2009-02-04,3.053,4.3748,,16.7767,62.8685,44.9861
2009-02-05,3.159,4.5633,,17.1257,63.804,46.2142
2009-02-06,3.327,4.7148,,19.2821,65.6223,46.7731
2009-02-09,3.335,4.6155,,19.0378,65.7128,46.2724
2009-02-10,3.166,4.528,,17.1815,62.7025,44.3279
2009-02-11,3.218,4.4623,,18.2073,63.0722,43.4197
2009-02-12,3.198,4.5431,,18.2771,63.1175,43.7923
2009-02-13,3.163,4.4185,,17.2303,62.4385,43.4255
2009-02-17,3.084,4.2115,,15.1088,59.7677,41.4984
2009-02-18,3.118,4.1863,,15.0111,59.6244,41.8827
2009-02-19,3.098,4.4825,,14.3761,58.9838,42.0108
2009-02-20,3.193,4.4909,,13.8875,58.4097,41.4693
2009-02-23,3.086,4.4135,,13.6154,56.3199,40.3457
2009-02-24,3.28,4.6054,,14.6692,58.455,41.97
2009-02-25,3.186,4.7653,,15.1646,57.9963,41.9467
2009-02-26,3.117,4.5448,,16.0858,57.0517,41.3063
2009-02-27,3.24,4.5313,,15.9463,55.7767,39.5306
2009-03-02,3.1,4.3916,,14.7669,53.2643,37.7899
2009-03-03,3.085,4.3731,,14.6622,52.8645,37.4697
2009-03-04,3.241,4.5953,,13.4688,54.1169,38.2382
2009-03-05,3.238,3.9489,,11.5846,51.9063,36.2238
2009-03-06,3.085,3.7671,,11.117,51.9968,37.2776
2009-03-09,3.025,3.8547,,11.0961,51.3857,37.592
2009-03-10,3.286,4.2435,,13.6084,54.4488,39.2337
2009-03-11,3.427,4.2519,,14.2365,54.8034,38.2906
2009-03-12,3.479,4.2755,,16.1905,56.9611,39.094
2009-03-13,3.432,4.3192,,16.5743,57.4063,39.1231
2009-03-16,3.349,4.1088,,16.1137,57.2327,38.9892
2009-03-17,3.568,4.1997,,17.5444,58.9831,40.2234
2009-03-18,3.563,4.1795,,18.9192,60.3034,40.27
2009-03-19,3.505,4.2788,,17.4118,59.5565,39.781
2009-03-20,3.498,4.1829,,16.1556,58.2886,38.4769
2009-03-23,3.779,4.4808,,20.1404,62.4754,41.0618
2009-03-24,3.641,4.5532,,18.4237,61.2444,40.3923
2009-03-25,3.62,4.5179,,19.9311,61.8903,40.8464
2009-03-26,3.685,4.4118,,20.3079,63.1517,41.4693
2009-03-27,3.526,4.6845,,19.1215,62.0119,40.7416
2009-03-30,3.572,4.5566,,17.342,59.8691,39.9556
2009-03-31,3.672,4.7165,,18.5493,60.4238,39.6471
2009-04-01,3.675,4.7468,,19.638,61.594,40.305
2009-04-02,3.817,5.0666,,19.6869,63.3948,40.8988
2009-04-03,3.909,5.0127,,20.4699,64.0255,41.0094
2009-04-06,3.899,4.8175,,19.7149,63.524,40.7824
2009-04-07,3.776,4.9235,,19.0507,62.0423,40.0022
2009-04-08,3.849,5.107,,19.1766,62.7109,40.1478
2009-04-09,3.988,5.4571,,22.8958,65.2033,40.6601
2009-04-13,3.947,5.4352,,23.56,65.2185,39.6005
2009-04-14,3.861,5.3006,,21.4626,64.0939,39.4142
2009-04-15,3.735,5.3696,,22.763,64.7778,39.6704
2009-04-16,3.863,4.9993,,23.2384,65.7276,39.2454
2009-04-17,3.903,4.8528,,23.2524,66.1683,38.8611
2009-04-20,3.879,4.7804,,20.7565,63.3948,38.0111
2009-04-21,3.937,5.0161,,22.742,64.6334,38.5584
2009-04-22,3.96,5.0262,,22.3016,64.2383,37.6967
2009-04-23,4.031,5.1339,,23.2174,64.8689,38.2557
2009-04-24,4.223,5.2703,,23.3363,65.8492,38.7563
2009-04-27,4.156,5.1306,,22.9168,65.2261,38.5002
2009-04-28,4.12,4.9942,,22.9238,65.0209,39.0532
2009-04-29,3.99,5.0649,,24.1053,66.4038,39.845
2009-04-30,4.026,5.0767,,23.0706,66.4266,38.8146
2009-05-01,3.948,4.9387,,22.7141,66.7838,39.5947
2009-05-04,3.988,4.9387,,25.0211,69.0557,39.7053
2009-05-05,4.095,4.8966,,24.343,68.8202,39.3851
2009-05-06,4.1,4.6306,,26.0208,70.0139,39.9265
2009-05-07,3.964,4.5296,,24.6366,69.0405,40.1303
2009-05-08,3.898,4.3983,,27.2233,70.6514,41.219
2009-05-11,3.931,4.4876,,25.0491,69.3293,40.5689
2009-05-12,3.897,4.4185,,24.7205,69.1241,41.4767
2009-05-13,3.71,4.3192,,23.8047,67.3841,40.8617
2009-05-14,3.756,4.3714,,24.8463,67.9616,40.8559
2009-05-15,3.68,4.4556,,24.4059,67.4069,40.4752
2009-05-18,3.798,4.4236,,26.0488,69.3217,41.2893
2009-05-19,3.894,4.3462,,25.0351,69.2381,41.301
2009-05-20,3.899,4.4556,,24.1542,68.7746,40.768
2009-05-21,3.798,3.7671,,24.3989,67.7868,40.0535
2009-05-22,3.782,3.7957,,24.0563,67.6424,40.3112
2009-05-26,3.92,3.9321,,25.5454,69.3749,40.8852
2009-05-27,3.855,3.7048,,24.2311,68.1363,40.0008
2009-05-28,3.883,3.9607,,25.6223,69.0861,40.5455
2009-05-29,3.899,4.1997,,25.7971,70.3095,40.6158
2009-06-01,4.153,4.3428,,25.2448,72.0116,42.0272
2009-06-02,4.247,4.0937,,24.1193,72.0724,42.7066
2009-06-03,4.284,4.0684,,23.7557,71.1605,42.2146
2009-06-04,4.276,4.1156,,24.7135,71.8292,42.7417
2009-06-05,4.378,4.0213,,24.1542,71.8444,42.7359
2009-06-08,4.318,4.0954,,24.7415,71.5481,42.853
2009-06-09,4.354,4.2081,,24.6506,71.9128,42.8237
2009-06-10,4.33,4.1997,,24.357,71.7304,43.2454
2009-06-11,4.284,4.1425,,24.4269,72.0496,43.3684
2009-06-12,4.204,4.06,,24.5597,72.2471,43.2102
2009-06-15,4.159,3.9843,,23.7697,70.5907,42.6421
2009-06-16,4.108,3.8698,,23.4202,69.6332,41.9511
2009-06-17,4.133,3.9119,,22.8818,69.5648,41.8281
2009-06-18,4.08,3.8378,,23.8886,70.0732,41.8398
2009-06-19,4.148,3.8631,,24.4688,70.3324,41.6114
2009-06-22,3.958,3.6964,,22.9797,68.2233,40.3171
2009-06-23,3.884,3.6796,,23.4691,68.2768,40.3815
2009-06-24,3.964,3.6745,,23.3922,68.8637,40.0887
2009-06-25,4.11,3.7385,,23.8676,70.3629,40.9262
2009-06-26,4.194,3.7318,,24.0843,70.1795,40.4401
2009-06-29,4.152,3.7318,,24.1892,70.8367,41.3361
2009-06-30,4.183,3.7048,,23.8466,70.2636,40.9437
2009-07-01,4.08,3.7806,,23.6436,70.554,41.3244
2009-07-02,3.966,3.5466,,22.5934,68.6283,40.1121
2009-07-06,3.905,3.5416,,22.8244,68.6207,39.8837
2009-07-07,3.782,3.4439,,22.9714,67.2911,38.9818
2009-07-08,3.868,3.5247,,22.9014,67.2452,38.8061
2009-07-09,3.905,3.4827,,23.5386,67.3751,38.6362
2009-07-10,3.882,3.4406,,22.6424,67.2146,38.1384
2009-07-13,4.074,3.5399,,24.3017,68.8515,38.4781
2009-07-14,4.098,3.6409,,24.2947,69.2396,38.7826
2009-07-15,4.228,3.6426,,25.3869,71.2646,40.0828
2009-07-16,4.306,3.7284,,25.2959,71.9447,40.0945
2009-07-17,4.292,3.6964,,25.828,71.9294,40.1297
2009-07-20,4.412,3.7604,,25.891,72.6944,40.3756
2009-07-21,4.451,3.858,,25.863,73.0298,41.2717
2009-07-22,4.44,3.9758,,25.786,73.0145,40.9906
2009-07-23,4.694,4.023,,26.7102,74.6277,41.9394
2009-07-24,4.325,4.0651,,26.5491,74.9326,42.3376
2009-07-27,4.212,3.9607,,26.6962,75.1542,42.607
2009-07-28,4.249,3.8378,,26.6612,74.8027,42.1033
2009-07-29,4.217,3.6813,,26.4441,74.6208,41.8339
2009-07-30,4.305,3.6156,,26.9342,75.3987,41.4181
2009-07-31,4.288,3.6846,,27.0602,75.5057,41.2248
2009-08-03,4.372,3.8479,,27.7254,76.7512,41.3771
2009-08-04,4.29,4.1105,,28.1524,76.9499,41.3478
2009-08-05,4.215,4.0651,,29.2517,76.7283,41.014
2009-08-06,4.224,4.1273,,28.5305,76.331,40.8383
2009-08-07,4.266,4.2351,,29.6577,77.3335,40.686
2009-08-10,4.222,4.0667,,29.8888,77.1715,40.5162
2009-08-11,4.178,4.1576,,28.8736,76.2087,40.145
2009-08-12,4.298,4.3159,,29.5527,77.0263,40.7224
2009-08-13,4.23,4.432,,30.0358,77.6147,40.5103
2009-08-14,4.179,4.4505,,29.7208,77.0187,40.1921
2009-08-17,4.053,4.2233,,28.5165,75.1236,39.214
2009-08-18,4.106,4.1307,,29.1957,75.7196,39.1786
2009-08-19,4.15,4.2384,,28.9926,76.3844,40.0684
2009-08-20,4.205,3.9405,,29.6997,77.1715,40.416
2009-08-21,4.25,3.8934,,30.5679,78.6845,41.1997
2009-08-24,4.225,3.7974,,30.1128,78.6769,42.0129
2009-08-25,4.21,3.7755,,30.5119,78.8297,41.6475
2009-08-26,4.2,3.7974,,30.3159,78.8374,42.0541
2009-08-27,4.216,3.8749,,30.4209,79.0131,41.7536
2009-08-28,4.138,3.9506,,30.0498,78.9978,41.3176
2009-08-31,4.06,4.0061,,30.4279,78.2948,40.746
2009-09-01,3.958,3.9253,,29.1746,76.5678,40.3099
2009-09-02,3.907,3.9489,,28.6075,76.2775,40.1744
2009-09-03,3.923,4.0314,,29.4827,76.9117,40.2216
2009-09-04,3.944,4.0499,,29.6437,77.9892,40.7637
2009-09-08,4.045,4.1964,,29.7838,78.6616,41.6298
2009-09-09,4.112,4.2166,,30.0078,79.2653,41.5415
2009-09-10,4.193,4.2115,,30.1198,80.0753,41.6298
2009-09-11,4.227,4.1576,,29.7558,80.06,41.2351
2009-09-14,4.193,4.3074,,30.6309,80.4497,41.2468
2009-09-15,4.178,4.2654,,30.2389,80.7859,40.9463
2009-09-16,4.535,4.3462,,31.2611,82.0086,41.4472
2009-09-17,4.522,4.3428,,31.4781,81.8863,41.1526
2009-09-18,4.514,4.5094,,31.4711,81.9388,41.241
2009-09-21,4.528,4.4236,,31.191,81.7315,40.9935
2009-09-22,4.688,4.4169,,32.5353,82.2075,41.1467
2009-09-23,4.619,4.4876,,31.5481,81.5242,40.6576
2009-09-24,4.606,4.4152,,31.065,80.6259,40.6164
2009-09-25,4.526,4.3832,,30.5609,80.1959,40.4808
2009-09-28,4.611,4.4118,,31.3731,81.6317,41.0053
2009-09-29,4.586,4.5094,,31.4221,81.386,40.6988
2009-09-30,4.668,4.4556,,30.6799,81.0712,40.4278
2009-10-01,4.552,4.3798,,28.9646,79.0826,39.6382
2009-10-02,4.493,4.3226,,29.3431,78.6911,39.2316
2009-10-05,4.434,4.3815,,30.7031,79.8658,39.8209
2009-10-06,4.546,4.4808,,31.4811,81.0098,40.4573
2009-10-07,4.699,4.4169,,32.0349,81.2324,40.4632
2009-10-08,4.761,4.6071,,31.7545,81.8544,40.6871
2009-10-09,4.786,4.5381,,32.1401,82.3534,40.8167
2009-10-12,4.68,4.5212,,32.3013,82.6759,41.3234
2009-10-13,4.742,4.602,,32.0069,82.507,41.4
2009-10-14,4.873,4.74,,33.0584,83.9274,42.331
2009-10-15,4.801,4.6862,,33.0584,84.2345,42.9792
2009-10-16,4.766,4.6677,,32.2873,83.6049,43.0853
2009-10-19,4.734,4.74,,32.2312,84.2959,43.3799
2009-10-20,4.749,4.3175,,32.2662,83.8514,43.0263
2009-10-21,4.671,4.2654,,31.2989,83.0982,43.1972
2009-10-22,4.673,4.2485,,32.0419,83.9428,43.8631
2009-10-23,5.925,4.1694,,31.7055,82.983,43.3504
2009-10-26,6.232,4.0533,,30.7171,82.0847,43.1501
2009-10-27,6.103,4.1408,,30.7732,81.7085,44.14
2009-10-28,6.082,4.0785,,29.918,80.1652,43.5095
2009-10-29,6.129,4.1324,,31.0886,81.8851,43.5802
2009-10-30,5.941,4.0886,,29.2801,79.5126,42.2309
2009-11-02,5.942,4.0718,,29.8479,80.0961,42.5137
2009-11-03,5.919,4.0364,,29.932,80.3495,42.2721
2009-11-04,5.855,3.996,,29.5885,80.5568,42.0129
2009-11-05,6.031,4.0718,,30.7521,82.0387,42.7199
2009-11-06,6.31,4.1459,,30.4787,82.2536,42.7671
2009-11-09,6.334,4.2923,,31.0886,84.127,43.176
2009-11-10,6.508,4.2384,,30.9624,84.1424,43.0338
2009-11-11,6.496,4.1122,,31.0676,84.5723,43.2116
2009-11-12,6.527,4.1442,,30.3526,83.7124,42.613
2009-11-13,6.649,3.9876,,30.0722,84.1654,42.9508
2009-11-16,6.58,4.1071,,30.1703,85.3862,44.1125
2009-11-17,6.563,4.0348,,30.2544,85.4853,44.4681
2009-11-18,6.565,4.055,,30.4086,85.4323,44.6103
2009-11-19,6.45,4.124,,29.8268,84.319,44.2428
2009-11-20,6.483,4.2906,,29.7637,84.0195,44.0828
2009-11-23,6.65,4.3192,,30.3385,85.0868,44.8651
2009-11-24,6.647,4.2553,,29.7778,85.2173,45.0252
2009-11-25,6.702,4.3091,,29.5534,85.5167,45.3215
2009-11-27,6.587,4.262,,28.9716,84.127,44.3732
2009-11-30,6.796,4.1088,,29.7848,84.4111,44.4918
2009-12-01,6.925,4.0129,,29.5955,85.4553,45.0667
2009-12-02,7.113,3.6813,,29.3922,85.4169,44.9185
2009-12-03,7.059,3.5937,,29.0207,84.7489,44.4444
2009-12-04,6.879,3.5904,,29.259,85.2326,44.0058
2009-12-07,6.711,3.6914,,28.9155,85.1021,43.7213
2009-12-08,6.706,3.5937,,28.8875,84.1577,43.2353
2009-12-09,6.566,3.5045,,28.8735,84.4733,43.1405
2009-12-10,6.769,3.5651,,28.9296,84.9486,42.9093
2009-12-11,6.708,3.656,,28.7123,85.3094,43.1642
2009-12-14,6.569,3.7503,,29.2801,85.8929,41.3032
2009-12-15,6.512,3.7553,,28.6422,85.4937,40.995
2009-12-16,6.418,3.7772,,28.9927,85.6242,40.5564
2009-12-17,6.345,3.8126,,28.2286,84.5954,40.432
2009-12-18,6.424,3.784,,28.7053,85.0742,40.426
2009-12-21,6.64,3.8075,,29.3712,85.9387,40.6038
2009-12-22,6.688,3.7402,,29.3992,86.2475,40.6394
2009-12-23,6.947,3.7048,,29.1329,86.4173,40.4557
2009-12-24,6.924,3.7048,,29.3642,86.8264,40.6927
2009-12-28,6.966,3.7436,,29.245,87.0117,40.9417
2009-12-29,6.97,3.7318,,29.0838,86.8897,40.7994
2009-12-30,6.825,3.7318,,29.1118,86.8573,40.7579
2009-12-31,6.726,3.6931,,29.21,86.0236,40.4142
2010-01-04,6.695,3.8547,,30.0732,87.4826,40.9832
2010-01-05,6.735,3.959,,30.6557,87.7141,41.1432
2010-01-06,6.613,4.0449,,30.8242,87.7759,41.4988
2010-01-07,6.5,3.4439,,31.4347,88.1464,41.3684
2010-01-08,6.676,3.4153,,31.3575,88.4398,41.2024
2010-01-11,6.515,3.4204,,31.2523,88.5633,41.6647
2010-01-12,6.368,3.4961,,30.5224,87.7373,41.4573
2010-01-13,6.456,3.4995,,31.0558,88.4784,41.2913
2010-01-14,6.368,3.4507,,31.3646,88.7177,41.2973
2010-01-15,6.357,3.4507,,30.6557,87.7219,40.9595
2010-01-19,6.381,3.5029,,30.375,88.818,41.0543
2010-01-20,6.289,3.4524,,30.4592,87.9148,40.3194
2010-01-21,6.331,3.4372,,28.452,86.2243,39.5311
2010-01-22,6.072,3.3716,,27.4835,84.3022,39.1755
2010-01-25,6.016,3.3547,,27.5186,84.7345,39.0273
2010-01-26,5.974,3.3059,,26.9782,84.3794,39.0688
2010-01-27,6.138,3.3564,,27.6028,84.7808,38.8436
2010-01-28,6.302,3.3429,,27.7081,83.8082,38.4999
2010-01-29,6.271,3.3278,,27.3291,82.8973,38.1858
2010-02-01,5.944,3.3547,,27.8133,84.1864,39.2229
2010-02-02,5.906,3.4052,,28.459,85.2054,39.6852
2010-02-03,5.955,3.4524,,28.2765,84.7808,39.4718
2010-02-04,5.797,3.3833,,26.915,82.164,38.3576
2010-02-05,5.87,3.3918,,26.8799,82.3338,38.405
2010-02-08,5.842,3.3143,,26.4588,81.7394,38.3871
2010-02-09,5.902,3.1679,,26.9431,82.7661,38.8942
2010-02-10,5.868,3.2268,,27.2799,82.604,38.6854
2010-02-11,6.005,3.2588,,27.3852,83.4685,38.918
2010-02-12,5.983,3.2268,,27.3361,83.3991,38.6556
2010-02-16,5.877,3.1965,,28.1221,84.7113,39.5384
2010-02-17,5.816,3.2453,,28.1011,85.1128,39.2282
2010-02-18,5.904,3.2689,,28.3608,85.6145,39.3476
2010-02-19,5.876,3.2504,,28.0941,85.792,39.2939
2010-02-22,5.901,3.2116,,28.6696,85.8075,39.0135
2010-02-23,5.862,3.1763,,27.9888,84.7654,38.7391
2010-02-24,5.986,3.1746,,28.6696,85.545,39.103
2010-02-25,5.91,2.9474,,28.5222,85.4292,38.8584
2010-02-26,5.92,2.8952,,29.4556,85.4833,38.7749
2010-03-01,6.227,2.944,,29.3573,86.371,39.0135
2010-03-02,6.277,2.944,,29.21,86.6103,39.0672
2010-03-03,6.295,3.0046,,29.1468,86.6875,39.0314
2010-03-04,6.427,2.9945,,29.4205,86.9507,39.0135
2010-03-05,6.446,3.0433,,30.0451,88.1927,39.6518
2010-03-08,6.506,3.109,,29.8907,88.2082,39.6577
2010-03-09,6.441,3.04,,29.7714,88.3548,39.8367
2010-03-10,6.525,3.077,,30.1294,88.7485,40.0992
2010-03-11,6.679,3.2571,,30.3048,89.1191,40.0992
2010-03-12,6.591,3.2335,,30.2838,89.1268,39.8486
2010-03-15,6.557,3.2655,,30.2276,89.1499,39.5504
2010-03-16,6.589,3.2672,,30.3469,89.8601,39.7114
2010-03-17,6.567,3.3429,,30.7329,90.3927,40.1827
2010-03-18,6.638,3.5618,,30.6277,90.3445,40.2006
2010-03-19,6.518,3.5533,,30.4943,89.8894,39.9918
2010-03-22,6.524,3.6358,,30.6978,90.3719,39.9501
2010-03-23,6.463,3.7368,,31.2874,91.0055,39.9381
2010-03-24,6.402,3.6543,,31.54,90.5637,39.6697
2010-03-25,6.736,3.6661,,31.54,90.4164,39.5504
2010-03-26,6.753,3.7032,,31.5962,90.3637,39.6935
2010-03-29,6.756,3.6644,,31.4839,90.9358,40.1469
2010-03-30,6.829,3.6729,,31.2874,90.9978,39.9978
2010-03-31,6.789,3.688,,31.4067,90.6877,39.956
2010-04-01,6.591,3.7705,,31.7439,91.3078,40.3318
2010-04-05,6.575,3.8109,,31.8563,92.0519,40.6778
2010-04-06,6.778,3.789,,32.2076,92.2689,40.5048
2010-04-07,6.744,3.8176,,31.8423,91.7419,40.1708
2010-04-08,7.048,3.8917,,32.1514,92.0616,40.481
2010-04-09,7.003,3.922,,32.306,92.6643,41.0179
2010-04-12,7.06,3.9506,,32.4184,92.8115,40.988
2010-04-13,7.008,3.9826,,32.2287,92.8813,40.9582
2010-04-14,7.214,4.0314,,33.5356,93.9354,40.9284
2010-04-15,7.291,4.1105,,33.5918,94.0129,40.7196
2010-04-16,7.109,4.1762,,32.0039,92.517,40.5227
2010-04-19,7.122,4.2586,,31.8915,92.8658,40.7017
2010-04-20,7.21,4.2755,,32.2357,93.6951,41.1431
2010-04-21,7.322,4.2317,,31.8634,93.5246,41.1133
2010-04-22,7.505,4.2132,,31.4348,93.8037,40.8985
2010-04-23,7.182,4.2452,,31.5753,94.4179,41.3042
2010-04-26,7.356,4.2856,,30.8376,94.0594,41.334
2010-04-27,7.101,4.1307,,29.7977,91.8349,40.7255
2010-04-28,6.967,4.161,,30.5354,92.5325,41.2744
2010-04-29,7.086,4.2065,,30.9148,93.6777,40.9582
2010-04-30,6.855,4.092,,29.9171,92.0926,40.4273
2010-05-03,6.875,4.2317,,30.5846,93.2843,40.469
2010-05-04,6.492,4.1644,,29.8398,91.0908,39.6518
2010-05-05,6.547,4.1257,,29.9523,90.5482,39.4728
2010-05-06,6.436,3.9018,,28.6735,87.5423,38.1127
2010-05-07,6.249,3.8008,,28.6384,86.2386,37.9994
2010-05-10,6.565,3.922,,29.4745,90.0366,38.9121
2010-05-11,6.523,3.8614,,29.1934,89.7808,38.7139
2010-05-12,6.694,3.895,,29.2918,91.0365,38.9841
2010-05-13,6.574,3.8176,,28.6735,89.9049,38.882
2010-05-14,6.427,3.6779,,28.0271,88.2771,38.1974
2010-05-17,6.446,3.7082,,27.992,88.3236,37.9992
2010-05-18,6.314,3.6038,,27.4158,87.1222,37.7109
2010-05-19,6.23,3.5803,,27.6688,86.6262,37.5067
2010-05-20,5.986,3.4709,,26.5797,83.3552,36.2334
2010-05-21,6.136,3.5853,,28.1395,84.576,36.5638
2010-05-24,6.106,3.582,,27.1348,83.487,36.1494
2010-05-25,6.243,3.688,,27.3596,83.5707,35.8611
2010-05-26,6.161,3.6459,,27.2472,83.0684,35.6208
2010-05-27,6.335,3.8681,,28.3995,85.851,36.9121
2010-05-28,6.273,3.8361,,27.8093,84.7729,36.3115
2010-06-01,6.162,3.6796,,27.0786,83.3474,35.5848
2010-06-02,6.316,3.725,,27.7882,85.5178,36.4977
2010-06-03,6.438,3.8176,,27.4721,85.8123,36.9722
2010-06-04,6.139,3.6644,,26.4322,82.7971,35.75
2010-06-07,6.101,3.5584,,25.7998,81.7662,35.6148
2010-06-08,5.942,3.5331,,26.5446,82.6421,36.78
2010-06-09,5.896,3.5331,,26.0809,82.2003,36.0533
2010-06-10,6.161,3.5735,,26.9029,84.6031,37.1704
2010-06-11,6.152,3.6459,,26.7624,85.0139,37.1523
2010-06-14,6.192,3.683,,26.2284,84.8814,36.8581
2010-06-15,6.342,3.486,,26.8748,86.8122,37.5427
2010-06-16,6.345,3.3059,,27.0645,86.7812,37.5427
