ReportDate,Barrid,YieldPerc,TotalRiskPerc,SpecRiskPerc,HistBeta,PredBeta,DataDate
2019.02.19,DA001974,3.417173,14.66487,3.007037,1.327841,1.111712,2019.02.19
2019.02.19,DA001517,2.209884,16.17218,3.676478,0.910832,1.045561,2019.02.19
2019.02.19,DA109942,4.382961,15.1018,5.820923,0.959649,0.935398,2019.02.19
2019.02.20,DA001974,3.407089,15.38841,2.867609,1.32904,1.14053,2019.02.20
2019.02.20,DA001517,2.211975,17.00068,3.701836,0.912217,1.077037,2019.02.20
2019.02.20,DA109942,4.376081,15.72232,5.713029,0.962936,0.961788,2019.02.20
2019.02.21,DA001974,3.401238,15.16223,3.016406,1.332483,1.159037,2019.02.21
2019.02.21,DA001517,2.244406,16.70722,3.686755,0.914534,1.09444,2019.02.21
2019.02.21,DA109942,4.372453,15.90703,6.935069,0.96628,0.975951,2019.02.21
2019.02.22,DA001974,3.388211,15.24097,3.128954,1.328491,1.184864,2019.02.22
2019.02.22,DA001517,2.246064,16.73269,3.808726,0.912088,1.112893,2019.02.22
2019.02.22,DA109942,4.373092,15.45117,5.755203,0.966981,0.989226,2019.02.22
2019.02.25,DA001974,3.391226,15.83532,3.696224,1.329088,1.214017,2019.02.25
2019.02.25,DA001517,2.247667,17.24669,4.261915,0.907584,1.130526,2019.02.25
2019.02.25,DA109942,4.37033,16.12117,6.570468,0.969351,1.007312,2019.02.25
2019.02.26,DA001974,3.390571,15.48778,3.908572,1.326165,1.218296,2019.02.26
2019.02.26,DA001517,2.241265,16.80162,4.286577,0.904204,1.131182,2019.02.26
2019.02.26,DA109942,4.369548,15.69193,6.420309,0.969576,1.008222,2019.02.26
2019.02.27,DA001974,3.390406,15.0005,3.907381,1.322331,1.2024,2019.02.27
2019.02.27,DA001517,2.242785,16.25723,4.262698,0.901715,1.113941,2019.02.27
2019.02.27,DA109942,4.368457,15.22129,6.378773,0.967976,0.994086,2019.02.27
2019.02.28,DA001974,3.342416,15.6553,3.932595,1.321965,1.213996,2019.02.28
2019.02.28,DA001517,2.344344,17.17518,4.247657,0.898164,1.130143,2019.02.28
2019.02.28,DA109942,4.201252,15.83927,6.409801,0.967595,1.000738,2019.02.28
2019.03.01,DA001974,3.338464,15.35617,3.918812,1.32259,1.204255,2019.03.01
2019.03.01,DA001517,2.344344,16.79339,4.181362,0.899163,1.118023,2019.03.01
2019.03.01,DA109942,4.201252,15.55656,6.506806,0.967331,0.991421,2019.03.01
2019.03.04,DA001974,3.329945,15.54428,3.858656,1.327676,1.206987,2019.03.04
2019.03.04,DA001517,2.336462,16.93601,4.193688,0.899492,1.112988,2019.03.04
2019.03.04,DA109942,4.199928,15.69399,6.541096,0.967078,0.986644,2019.03.04
2019.03.05,DA001974,3.320002,15.58804,4.064966,1.332276,1.220334,2019.03.05
2019.03.05,DA001517,2.336719,16.91385,4.169256,0.894615,1.118363,2019.03.05
2019.03.05,DA109942,4.202473,15.7583,6.697979,0.964643,0.991962,2019.03.05
2019.03.06,DA001974,3.319032,15.07534,4.074039,1.332013,1.230124,2019.03.06
2019.03.06,DA001517,2.337239,16.37784,4.114871,0.888454,1.124388,2019.03.06
2019.03.06,DA109942,4.202616,15.1609,6.328443,0.960582,0.998176,2019.03.06
2019.03.07,DA001974,3.330823,14.82078,4.132988,1.327057,1.218764,2019.03.07
2019.03.07,DA001517,2.341223,16.0997,4.243114,0.888873,1.113272,2019.03.07
2019.03.07,DA109942,4.205072,14.92204,6.39165,0.959732,0.987016,2019.03.07
2019.03.08,DA001974,3.333621,15.39029,4.088446,1.325058,1.226741,2019.03.08
2019.03.08,DA001517,2.338648,16.64966,4.233626,0.892403,1.119602,2019.03.08
2019.03.08,DA109942,4.207952,15.28537,6.333834,0.958149,0.981409,2019.03.08
2019.03.11,DA001517,2.341443,16.66572,4.147972,0.892557,1.120675,2019.03.11
2019.03.11,DA109942,4.207247,15.18353,6.032715,0.958093,0.981563,2019.03.11
2019.03.12,DA001517,2.3468,16.34115,4.141505,0.894701,1.125572,2019.03.12
2019.03.12,DA109942,4.202347,14.87025,6.11491,0.95917,0.975961,2019.03.12
2019.03.13,DA001517,2.340938,16.10597,4.123683,0.894438,1.120431,2019.03.13
2019.03.13,DA109942,4.197293,14.86,6.535787,0.960388,0.972848,2019.03.13
2019.03.14,DA001517,2.342829,15.96295,4.067111,0.894054,1.121587,2019.03.14
2019.03.14,DA109942,4.195961,14.45062,5.962296,0.960306,0.965187,2019.03.14
2019.03.15,DA001517,2.347781,16.0735,4.084766,0.894488,1.12981,2019.03.15
2019.03.15,DA109942,4.196715,14.69209,6.307551,0.962193,0.976601,2019.03.15
2019.03.18,DA001974,3.330776,14.71743,3.543849,1.330589,1.228262,2019.03.18
2019.03.18,DA001517,2.343744,16.20898,4.111918,0.892527,1.121285,2019.03.18
2019.03.18,DA109942,4.183491,14.94982,6.550818,0.965089,0.976754,2019.03.18
